index,Country,TrainMAE,TestMAE,ConfirmedCases,TrainMPE,TestMPE
181,South Africa,524.7225539573055,503.2304424411916,66167904.0,0.0007930167380809063,0.0007605355648581398
133,Portugal,74.61062731820101,119.25810440795686,15336288.0,0.0004864973018125443,0.0007776204020683289
3,Albania,6.878119554467464,7.7759067918731075,992288.0,0.0006931575867558073,0.0007836340650973415
54,Estonia,7.578812330276232,5.5021918876676095,701536.0,0.001080316951699732,0.0007843064201505851
122,Norway,21.827373729403853,25.3426748294398,3141952.0,0.000694707421673019,0.0008065901334406064
108,Mali,7.0834720832482505,6.629198744941189,810656.0,0.0008737950602041125,0.0008177573156728858
41,Cuba,5.506071858150472,6.9814519852544175,833888.0,0.0006602891345301134,0.0008372169866042463
116,Malaysia,22.24741699217051,26.10388489468334,3047616.0,0.000729994100049695,0.0008565345796413766
28,Central African Republic,15.735063006641914,12.308446592295628,1397088.0,0.0011262757254118505,0.0008810072516760309
176,Venezuela,19.744080964052113,20.9686734931645,2376000.0,0.0008309798385543819,0.0008825199281634889
99,Lithuania,7.915837472922694,5.743517416811764,644512.0,0.001228190859584103,0.0008911420449598712
35,Democratic Republic of Congo,22.51991515410371,23.404480342855646,2597408.0,0.0008670149300419384,0.0009010706189730549
150,Serbia,36.20359532741984,50.60832687694786,5571808.0,0.0006497638706757275,0.0009082927279071328
39,Cape Verde,8.005545809266586,4.5811136240949,500192.0,0.001600494571937693,0.0009158710303433282
124,New Zealand,3.395075692959631,5.02789577811708,539616.0,0.0006291651272311479,0.0009317543916631605
64,Guinea,21.540165858806972,18.55293661468128,1960640.0,0.0010986293179169543,0.0009462694127775257
78,Ireland,47.6765042247289,85.843890108701,8979168.0,0.0005309679496444315,0.0009560339010106615
8,Austria,39.903063695755414,61.258755966196915,6394080.0,0.0006240626281772423,0.0009580542621643287
15,Bulgaria,19.094672870918206,19.30639569497336,1998304.0,0.0009555439448111102,0.0009661390706806052
175,Uzbekistan,25.812084044121132,33.496165264216884,3417216.0,0.0007553541843454185,0.0009802179687856104
82,Israel,117.18449637743736,102.75759646423232,10319232.0,0.0011355931950889112,0.0009957872491308686
75,Hungary,9.669468525888714,14.984646930744256,1469248.0,0.000658123647327661,0.0010198854741163001
100,Luxembourg,19.568287137551636,16.18388781135569,1575552.0,0.0012419956394680491,0.0010271884273800984
66,Greece,13.252487129484742,12.88293769310266,1235872.0,0.0010723187457507527,0.0010424168273981981
43,Czech Republic,32.05886700256255,45.95230518727258,4378880.0,0.0007321248127960244,0.0010494077295398042
154,Slovenia,5.18543112818504,6.222892413336885,591008.0,0.0008773876374236965,0.0010529286258962457
81,Iceland,5.103712563987419,6.821880240869012,644160.0,0.0007923051049409184,0.001059035059747425
56,Finland,15.714600560308796,27.107665280160678,2551296.0,0.0006159458001074276,0.0010625056943671246
169,Taiwan,1.5602328191744654,1.6899664921354691,158048.0,0.0009871892204738216,0.0010692742028595547
149,Somalia,9.625833298986832,11.23342883838035,1042272.0,0.0009235433072160464,0.0010777828473162812
7,Australia,36.683016587539065,32.489835730236194,2971936.0,0.001234313813875503,0.0010932212446780885
102,Macao,0.24705103954207752,0.1791124044626419,16192.0,0.0015257598785948462,0.001106178387244577
62,Georgia,3.5282265987256105,3.715154575308915,333696.0,0.0010573176180492456,0.0011133350640429955
88,Kenya,27.552936928747737,29.910373081812708,2667104.0,0.0010330657120512638,0.001121455071936179
129,Philippines,152.06286041731403,166.8849582747524,14724160.0,0.0010327438741314547,0.001133409024859499
103,Morocco,45.095864028454855,55.3389700258306,4865344.0,0.0009268792510551125,0.0011374112503829245
146,Sierra Leone,4.751341599850673,6.256426580807041,539616.0,0.0008805042103737979,0.0011594219928258319
68,Guatemala,107.48076798373258,95.96871126218426,7920352.0,0.001357020091830926,0.0012116723001980754
86,Japan,50.97248272490754,85.88195306834677,6850272.0,0.0007440942888823618,0.0012537013576737796
118,Niger,3.999411957525896,4.829782806075303,380864.0,0.0010500892595587655,0.0012681121886225276
73,Croatia,9.756674103231944,13.970793921589053,1089088.0,0.0008958572772110191,0.001282797526149315
160,Togo,4.090030928228125,3.053794496459463,237952.0,0.0017188470482400336,0.0012833657613550056
42,Cyprus,2.778367314978662,4.5863637394875045,352704.0,0.0007877334294418725,0.0013003435570584697
140,Rwanda,5.621552208589952,4.9987386061020125,384384.0,0.001462483404249384,0.0013004543909481176
167,Tunisia,5.8071203410326095,5.4295812638001255,417472.0,0.0013910203177776258,0.001300585731210746
135,Palestine,16.566823135652037,17.63408401656013,1349920.0,0.0012272448097407282,0.0013063058563885363
120,Nicaragua,4.656375870534444,11.912734329236939,886688.0,0.0005251425383601046,0.001343509140671458
85,Jordan,5.4858220391065355,5.39494806615983,398816.0,0.0013755270699035483,0.0013527411302856028
40,Costa Rica,17.23582740494068,22.009952207024636,1626592.0,0.0010596281922535386,0.0013531329434194092
142,Sudan,40.165041005074656,47.53309262851578,3437984.0,0.0011682730636638989,0.001382586208327781
84,Jamaica,3.940518046996654,3.578457744078027,256256.0,0.001537727134973095,0.0013964386176628166
101,Latvia,3.2846564864412473,5.617412831945139,395296.0,0.0008309359281250625,0.0014210649315816854
25,Brunei,0.7005645111288744,0.7397323448461972,49632.0,0.0014115177932158174,0.0014904342860376314
173,Uruguay,4.262533633237179,5.080244048758002,336160.0,0.0012680073873266237,0.0015112577489165878
45,Djibouti,23.909162112363816,25.267455662284657,1667072.0,0.0014342009290758777,0.001515678726670753
60,Gabon,28.957311617378814,30.882544966793752,1978240.0,0.0014637916338451763,0.0015611121485155366
74,Haiti,22.18818674033777,35.110586685039046,2215488.0,0.0010015033590946,0.0015847789148503196
63,Ghana,106.87200882447196,108.4869365247788,6824576.0,0.0015659875254443933,0.0015896509398500185
137,Kosovo,10.940564088830325,17.89186816070205,1118656.0,0.0009780096909890372,0.001599407517655298
95,Liberia,4.1400361137056905,5.056522921634186,305888.0,0.0013534483581264026,0.001653063513977072
94,Lebanon,10.950380290339842,10.886900654959494,652960.0,0.001677036922681304,0.00166731509663065
87,Kazakhstan,368.84869733568263,277.41135115812614,16604192.0,0.002221419129191488,0.001670730807967808
55,Ethiopia,42.49850904136317,35.01907927502166,2057792.0,0.0020652480445722,0.0017017793477193837
153,Slovak Republic,8.608662530339867,10.598005393521044,615648.0,0.001398309184849113,0.0017214391005121504
156,Eswatini,6.1669956533726555,5.999981918381303,335808.0,0.0018364647814741327,0.0017867298927903156
164,Timor-Leste,0.2532929139966237,0.1532962753547458,8448.0,0.0029982589251494277,0.0018145865927408358
109,Malta,3.647447346188009,4.29656890040946,236544.0,0.0015419741554163324,0.0018163931025134688
18,Bosnia and Herzegovina,37.95920445604718,31.93659991379949,1746624.0,0.0021732899843381966,0.0018284759578363456
112,Mozambique,4.230519058882527,6.301455592023423,341088.0,0.0012403013471252368,0.0018474574280019885
159,Chad,2.9605779112532984,5.846373041561049,306592.0,0.0009656409532059866,0.0019068902781419765
178,Vietnam,2.97802884522316,2.398768463976657,124960.0,0.0023831856956011204,0.0019196290524781186
13,Burkina Faso,3.9639660487737753,6.812786456701885,347424.0,0.0011409591878436076,0.0019609429563593435
24,Barbados,0.733496831482179,0.6724415838253772,34144.0,0.0021482451718667383,0.001969428256283321
69,Guam,2.1375792190316445,1.9683441494928935,98560.0,0.0021688100842447693,0.0019971024244043157
114,Mauritius,1.5464099603404666,2.4380223051115575,120032.0,0.0012883314119072134,0.0020311436159620414
180,Yemen,5.674688311033357,9.139950713116853,439296.0,0.0012917687188213317,0.0020805904704611134
58,France,1096.3921615003417,1476.1850352562253,69693888.0,0.001573153963659398,0.002118098268898738
71,Hong Kong,7.187956475547827,9.604000477196411,442816.0,0.0016232377501146813,0.0021688467619048117
171,Uganda,4.658472543701581,7.14256832390378,326304.0,0.0014276480042235402,0.0021889306670784853
148,San Marino,2.5099884330617597,5.5444784874048905,245696.0,0.0010215829452094294,0.0022566417391430425
4,Andorra,2.9133423331766197,6.976814889289837,300960.0,0.0009680164583920188,0.0023181867654471816
0,Aruba,0.6724573491555499,0.8768519947863327,36960.0,0.0018194192347282194,0.002372435050828822
106,Madagascar,21.395431456334943,22.78349616838787,960256.0,0.0022280966176035292,0.002372648144701816
111,Mongolia,2.4502351104548765,1.852348421737606,77440.0,0.003164043272798136,0.0023919788503843054
104,Monaco,0.6867850956925918,0.8983995393899057,37312.0,0.0018406547375980698,0.0024078032252087956
70,Guyana,2.504905762859272,2.3196049084070713,95744.0,0.002616253512344661,0.0024227156880922787
152,Suriname,3.336604733533276,4.830318993167504,198880.0,0.0016776974726132722,0.0024287605556956478
157,Seychelles,1.0317048502258181,0.693208414201018,28512.0,0.0036184934421500357,0.002431286525676971
96,Libya,5.316185053945463,8.576630513477216,348128.0,0.0015270776995660973,0.0024636428306476976
170,Tanzania,2.7457294836742245,4.441532675366434,179168.0,0.0015324887723668426,0.0024789765334024124
34,Cameroon,119.45305288094423,110.27844822189127,4432384.0,0.002695006860437729,0.002488016566748081
110,Myanmar,1.8392272404493282,2.7515361256066933,110176.0,0.0016693537979680948,0.002497400636805378
52,Eritrea,2.3255033437906114,1.9291254829687559,75680.0,0.0030728109722391803,0.002549055870730386
21,Bermuda,1.1023318196596323,1.3125064469244876,51392.0,0.0021449482792256233,0.0025539119842086077
50,Ecuador,290.57496676553365,562.0444197236376,21660320.0,0.0013415081899322524,0.002594811248050064
166,Trinidad and Tobago,1.0847891964771215,1.1993329311750394,45760.0,0.002370605761532171,0.0026209198670783204
158,Syria,2.759130253678212,3.2241945183034346,118976.0,0.0023190645623303962,0.0027099537035229246
59,Faeroe Islands,0.8431774518777112,1.8827627870126655,65824.0,0.0012809574803684237,0.002860298351684288
97,Sri Lanka,8.479901554430207,21.025626735973884,730048.0,0.0011615539737702461,0.0028800334684806867
134,Paraguay,12.938542746368036,24.702773563252176,839520.0,0.0015411833841204542,0.002942487798176598
2,Angola,3.052794638287806,3.6373050895168295,121792.0,0.002506564173581028,0.0029864893338781115
132,Puerto Rico,20.77129087222223,19.22402730803235,639584.0,0.0032476251551355616,0.003005707977065147
115,Malawi,12.858748471729513,17.199633222788755,567776.0,0.0022647573112864077,0.0030292990937955734
151,South Sudan,16.35204457731083,21.705056034351436,711392.0,0.0022985983223470082,0.0030510683328391994
57,Fiji,0.2863166385245275,0.20264744380090005,6336.0,0.004518886340349235,0.0031983498074637
10,Burundi,2.854168630046158,2.182783834282298,67232.0,0.004245253197950615,0.0032466442085350698
26,Bhutan,0.7801037089786864,0.9135928382673945,27456.0,0.002841286818832628,0.0033274797431067688
93,Laos,0.15796101359721593,0.2244382105775584,6688.0,0.0023618572607239222,0.003355834488300813
89,Kyrgyz Republic,143.96203564046712,86.04840530744744,2497088.0,0.005765196726766023,0.003445950054921871
46,Dominica,0.1757067878679516,0.23143689717931337,6336.0,0.0027731500610472157,0.0036527288064916886
36,Congo,19.03442867698258,20.394234807064436,548064.0,0.00347303028058449,0.0037211411088968506
67,Greenland,0.1293697978596908,0.17334575955265605,4576.0,0.002827137190989746,0.0037881503398744768
117,Namibia,6.341131439564663,5.1323886650807395,132000.0,0.0048038874542156535,0.003888173231121772
12,Benin,15.105854945484372,17.105742513963772,422048.0,0.003579179369522986,0.0040530324782877235
20,Belize,0.3735234930633585,0.47159795353156914,10560.0,0.0035371542903727135,0.004465889711473193
38,Comoros,2.051304987247348,4.987450167644365,108768.0,0.0018859453030738342,0.004585402110588009
90,Cambodia,1.4411737834345426,2.277650887612757,49632.0,0.002903718938254639,0.004589077384777476
183,Zimbabwe,8.703741782281181,11.591293635081609,245696.0,0.003542484119514026,0.004717738031991408
130,Papua New Guinea,0.5708467542728275,0.20849504303210895,3872.0,0.014742943033905668,0.005384686028721822
177,United States Virgin Islands,1.8940692337061682,2.1870167901058393,39072.0,0.004847638292655017,0.005597401694578827
27,Botswana,5.05388594182307,5.528876724838786,97504.0,0.005183260114275384,0.005670410162494652
17,Bahamas,2.042852074789418,2.2533373410962345,36608.0,0.005580343298703611,0.006155313978081935
182,Zambia,27.407807845321322,36.11419745026943,574464.0,0.0047710227003469885,0.006286590186725265
65,Gambia,1.5443968483589174,2.6791433495151766,20064.0,0.007697352713112626,0.013352987188572451
98,Lesotho,2.967242863126455,3.803760347742206,12320.0,0.024084763499403045,0.030874678147258167
145,Solomon Islands,0.0,0.0,0.0,,
163,Turkmenistan,0.0,0.0,0.0,,
165,Tonga,0.0,0.0,0.0,,
179,Vanuatu,0.0,0.0,0.0,,
