,Country,TrainMAE_x,TestMAE_x,ConfirmedCases,TrainMPE,TestMPE,TrainMAE_y,TestMAE_y
111,Ghana,106.84230853466582,108.27332476451988,6805188.0,0.00157001259237314,0.0015910409053286974,91.36551705229907,112.49230668512801
112,Lebanon,10.947129207392647,10.8848282928321,651105.0,0.0016813154878848491,0.0016717469982310232,10.34855633307416,11.896693478558955
113,Kazakhstan,368.8320143359113,277.39614603391965,16557021.0,0.0022276471977411352,0.0016753988898964352,291.6408152320216,390.94181728041417
114,Liberia,4.150868825762863,5.190855241931498,305019.0,0.0013608558239856744,0.0017018137368267215,3.720863003828411,4.510726081702219
115,Ethiopia,42.536555742520726,35.09476846958219,2051946.0,0.0020729861186659267,0.0017103163762390526,39.71901352896263,40.485820123377145
116,Guinea,21.767406278761612,33.517320702448764,1955070.0,0.0011133824506928966,0.001714379572212185,21.540165858806972,18.55293661468128
117,Slovak Republic,8.617900507976486,10.52778753977286,613899.0,0.0014037977758518073,0.0017149054713841954,7.111133275607111,9.259608031494757
118,Eswatini,6.156908488038376,6.005266230544929,334854.0,0.001838684467869094,0.0017933983857277888,6.065156387750032,4.674984136732177
119,Timor-Leste,0.2544747124064398,0.15249938195447266,8424.0,0.0030208299193546988,0.0018102965569144426,0.1468339535979889,0.11989642655104418
120,Bosnia and Herzegovina,37.956798784859956,31.946014153214932,1741662.0,0.002179343568663722,0.0018342258229906226,34.279189431541894,30.534834459732465
121,Malta,3.6341824789005983,4.35466961348816,235872.0,0.001540743487527387,0.0018462003177520687,2.7171084550025637,4.943223306703499
122,Chad,2.9465302158674334,5.9111467637832185,305721.0,0.0009637971274029043,0.0019335102147982047,2.7897801685979133,5.768566543639642
123,Vietnam,2.9599538321485355,2.4253642934660498,124605.0,0.002375469549495233,0.0019464421920998753,2.62111149765497,2.6251177720022327
124,Mozambique,4.122078185676424,6.70767991071602,340119.0,0.0012119517538498068,0.0019721567776913433,4.526761827497791,5.739365408718898
125,Guam,2.1191049366446943,1.959166083407876,98280.0,0.002156191429227405,0.001993453483320997,1.8846400150636904,2.0444415211011444
126,Barbados,0.723413884862881,0.6820300253915728,34047.0,0.0021247507412191415,0.0020032015313877077,0.665372545120937,0.7870551913166951
127,Palestine,24.0441174791108,27.094452043132602,1346085.0,0.001786225793995981,0.002012833665268731,16.566823135652037,17.63408401656013
128,Burkina Faso,3.8712314852104335,7.039949091851224,346437.0,0.0011174416950875436,0.002032100812514605,3.6602771315984963,5.854539513327935
129,Mauritius,1.5485301603081234,2.449908689053484,119691.0,0.0012937732664177956,0.0020468612419091525,0.9125169098237225,1.73725396491038
130,Yemen,5.639379045459548,9.39015630787315,438048.0,0.0012873883787757384,0.0021436363841115928,4.862544931281614,5.58050567961042
131,Hong Kong,7.180580815945093,9.60432192449198,441558.0,0.0016261919874501409,0.0021750986109394413,7.0144332683409365,9.693782501554322
132,Uganda,4.793160388989358,7.337568983518446,325377.0,0.001473109773889783,0.0022550976201509165,4.521925815288316,6.865153186443202
133,San Marino,2.447426364904054,5.640050837150952,244998.0,0.0009989576914521973,0.002302080358676785,2.880050053853353,5.018956486836788
134,Seychelles,1.0040985972679142,0.6546906105837863,28431.0,0.003531703412711175,0.0023027350799612613,0.6912149510656459,0.8484272198639449
135,Andorra,2.9339994839751817,6.940295429547947,300105.0,0.000977657647814992,0.0023126223920121114,2.0476122373731984,5.392336696813605
136,Aruba,0.670401339171561,0.8553063651753942,36855.0,0.001819024119309621,0.002320733591576161,0.586088810593547,0.8285434949830479
137,Madagascar,21.368627139026557,22.739295045166457,957528.0,0.0022316451465676785,0.002374791655718314,17.375795953040285,24.901070719409134
138,Monaco,0.6798838236060589,0.8932411417377896,37206.0,0.0018273499532496344,0.0024007986392995478,0.6213025675142799,0.8429423653458873
139,Suriname,3.5239853006064434,4.847456404626714,198315.0,0.0017769635683667112,0.0024443216118935603,3.2894404031392086,4.334858375273428
140,Guyana,2.4525474385072035,2.343516899985858,95472.0,0.002568865676331493,0.00245466408998016,2.420896243380544,2.178671894742932
141,Libya,5.315444874379613,8.588644670757791,347139.0,0.0015312151254625993,0.002474122662898087,6.466035779060664,7.407631293132502
142,Cameroon,119.47047859167569,110.56965931436748,4419792.0,0.0027030792080639924,0.002501693729351234,113.71797151603367,107.86521968791085
143,Mongolia,2.4224163767381977,1.9327113496678123,77220.0,0.0031370323449083108,0.002502863700683518,1.8717542491136199,1.2462585954423888
144,Eritrea,2.281298980955034,1.9105951266722947,75465.0,0.003022989440078227,0.002531763236828059,1.9240152183380343,1.6569829211022316
145,Trinidad and Tobago,1.073274618306955,1.1855552640389941,45630.0,0.002352124957937661,0.0025981925576133986,0.9125726098185061,0.9379461625600235
146,Myanmar,1.8151979104096299,2.8903210539651205,109863.0,0.0016522377055147141,0.002630841187629248,1.6436706539271553,2.7085744366809394
147,Bermuda,1.084516757669254,1.3586297000671912,51246.0,0.002116295433144546,0.00265119170289816,0.9155856068411837,1.0540038552987507
148,Syria,2.710137719596829,3.159447561918173,118638.0,0.0022843757645921448,0.002663099143544373,2.91892488068691,3.8452386665841423
149,France,1334.7571485931564,1873.489290339281,69495894.0,0.0019206273518737038,0.0026958273108038315,1096.3921615003417,1476.1850352562253
150,Faeroe Islands,0.8354598076602052,1.8169660837016983,65637.0,0.001272848862166469,0.002768204036902507,0.619527618926207,1.635376791272542
151,Sri Lanka,8.452222230682809,21.09228324164504,727974.0,0.0011610610036461204,0.002897395132469709,7.783350059001491,20.183152623431273
152,Paraguay,12.99574394150496,24.736871721910912,837135.0,0.0015524071913735492,0.002954944151410574,12.469117410726687,25.24585113272548
153,Angola,3.037699697944018,3.604136429138164,121446.0,0.002501276038687168,0.002967686403124157,2.8976591786149046,3.216678376459136
154,Malawi,12.82396958249842,17.14602730613239,566163.0,0.002265066700313941,0.003028461292266077,11.735334371943226,16.969524968036566
155,Puerto Rico,20.77308544143434,19.34970237809781,637767.0,0.0032571590316580103,0.0030339767310158428,23.171862216644225,19.987172537743575
156,Dominica,0.17735327757735642,0.19370509793917945,6318.0,0.002807111072766009,0.003065924310528323,0.08019628726863412,0.19954678315247434
157,South Sudan,16.354805876652,21.75176080861802,709371.0,0.002305536295767941,0.0030663448052736892,13.685698221734063,22.076662123495556
158,Bhutan,0.7675995480278236,0.8936905579684076,27378.0,0.0028037093579802164,0.0032642653151012035,0.6157721938994801,0.8415202761362599
159,Burundi,2.8331454795846898,2.2543263322865705,67041.0,0.0042259892895164,0.0033626084519720327,2.7722429710097467,2.1521009734812226
160,Fiji,0.29665584994472777,0.21520025713407315,6318.0,0.004695407564810506,0.0034061452537840005,0.21909009367479423,0.2016292777084831
161,Laos,0.1606516268168492,0.24640373751883635,6669.0,0.0024089312763060306,0.0036947628957690257,0.10909369901308169,0.17764983406009413
162,Congo,19.002773229235267,20.35235438656236,546507.0,0.003477132631281075,0.003724079359745137,18.184571990337083,17.668082881940126
163,Greenland,0.1293697978596908,0.17334575955265605,4563.0,0.002835191712901398,0.0037989427909852313,0.0701058009214546,0.16524986107142056
164,Namibia,6.329530066490643,5.108726272186015,131625.0,0.004808759784608276,0.0038812735211289774,4.296417915928164,4.330311097048514
165,Benin,15.091065390262905,17.076915690551495,420849.0,0.0035858622428146213,0.004057729896126995,13.831638216230491,15.544161246484881
166,Ecuador,358.33695638996284,913.3703914457241,21598785.0,0.0016590607128593705,0.004228804497316512,290.57496676553365,562.0444197236376
167,Belize,0.3787489781169289,0.4758666857527159,10530.0,0.0035968563923734938,0.00451915181151677,0.31590326473670827,0.4393424069005723
168,Comoros,1.9899184229444442,5.041303638925044,108459.0,0.0018347195004051707,0.004648119233005139,1.9363063704556358,4.422102767976038
169,Cambodia,1.4755883724392589,2.3517968942334093,49491.0,0.0029815287071169685,0.0047519688311681105,1.3363472039705087,2.2330340575210044
170,Zimbabwe,8.733787026489603,11.686434604836686,244998.0,0.0035648401319560174,0.004770012246972092,8.368184151638202,12.747944276605528
171,Papua New Guinea,0.5982864770845711,0.20231937759459545,3861.0,0.01549563525212564,0.0052400771197771406,0.46657642771435354,0.3437028798477656
172,United States Virgin Islands,1.8620472679783124,2.1417368078458567,38961.0,0.004779259433737103,0.005497129970601004,1.7040398961276482,2.6489824723199162
173,Botswana,5.011182749497382,5.5497830604081955,97227.0,0.005154106111982661,0.0057080677799461,4.114935628880145,5.470556495310804
174,Tanzania,4.7041479847406205,10.513213692720557,178659.0,0.002633031632742051,0.00588451390230582,2.7457294836742245,4.441532675366434
175,Bahamas,2.040444385309776,2.270343649180871,36504.0,0.005589646025941747,0.006219438004549833,1.6402154756252276,1.4441536706196778
176,Zambia,27.40993716504601,36.22102499108309,572832.0,0.004784987075625316,0.006323149717732788,29.666590423031604,31.123916380305182
177,Kyrgyz Republic,250.130037081316,182.01206334904427,2489994.0,0.010045407221114426,0.007309739033469328,143.96203564046712,86.04840530744744
178,Gambia,1.5385656187575238,2.6414658831024567,20007.0,0.00769013654599652,0.013202708467548641,1.907180641651321,2.7200853338473236
179,Lesotho,2.95563862903776,3.8112766359532473,12285.0,0.024058922499289863,0.031023822840482274,2.2425882492323606,3.814795509821864
